Date,Market Cap,Volume,Open,Close
12/7/2022,"$328,108,161,817 ","$21,026,126,511 ","$17,085.64 ","$16,851.30 "
12/6/2022,"$326,635,737,516 ","$23,204,017,214 ","$16,973.37 ","$17,085.64 "
12/5/2022,"$329,544,949,094 ","$18,214,353,301 ","$17,149.93 ","$16,973.37 "
12/4/2022,"$326,498,242,603 ","$16,931,408,154 ","$16,923.38 ","$17,149.93 "
12/3/2022,"$328,178,365,692 ","$20,945,433,172 ","$17,084.87 ","$16,923.38 "
12/2/2022,"$326,141,917,293 ","$23,319,572,025 ","$16,972.73 ","$17,084.87 "
12/1/2022,"$330,763,402,607 ","$30,676,053,555 ","$17,186.50 ","$16,972.73 "
11/30/2022,"$316,170,903,326 ","$24,663,035,431 ","$16,441.98 ","$17,186.50 "
11/29/2022,"$311,810,991,501 ","$24,566,056,814 ","$16,222.21 ","$16,441.98 "
11/28/2022,"$316,487,666,895 ","$16,551,822,516 ","$16,459.15 ","$16,222.21 "
11/27/2022,"$316,206,865,320 ","$18,243,019,110 ","$16,456.16 ","$16,459.15 "
11/26/2022,"$317,919,884,011 ","$18,933,018,588 ","$16,524.45 ","$16,456.16 "
11/25/2022,"$318,949,911,015 ","$20,949,512,927 ","$16,596.04 ","$16,524.45 "
11/24/2022,"$319,494,112,507 ","$26,858,079,944 ","$16,608.01 ","$16,596.04 "
11/23/2022,"$311,463,297,390 ","$25,091,849,199 ","$16,171.63 ","$16,608.01 "
11/22/2022,"$303,834,128,504 ","$31,057,277,097 ","$15,814.34 ","$16,171.63 "
11/21/2022,"$313,370,674,122 ","$15,680,401,750 ","$16,304.08 ","$15,814.34 "
11/20/2022,"$321,151,208,474 ","$10,844,466,290 ","$16,712.73 ","$16,304.08 "
11/19/2022,"$320,876,918,352 ","$20,942,172,141 ","$16,707.02 ","$16,712.73 "
11/18/2022,"$321,287,480,850 ","$22,011,291,267 ","$16,718.36 ","$16,707.02 "
11/17/2022,"$320,099,234,744 ","$26,922,027,947 ","$16,689.40 ","$16,718.36 "
11/16/2022,"$324,608,360,619 ","$28,676,275,679 ","$16,890.53 ","$16,689.40 "
11/15/2022,"$320,598,982,525 ","$37,539,226,046 ","$16,645.83 ","$16,890.53 "
11/14/2022,"$313,605,586,517 ","$20,411,619,109 ","$16,344.34 ","$16,645.83 "
11/13/2022,"$322,330,608,513 ","$21,893,997,141 ","$16,797.99 ","$16,344.34 "
11/12/2022,"$325,921,112,619 ","$45,030,331,311 ","$17,080.22 ","$16,797.99 "
11/11/2022,"$336,597,208,100 ","$65,200,666,543 ","$17,594.92 ","$17,080.22 "
11/10/2022,"$301,963,847,694 ","$74,978,675,391 ","$15,742.44 ","$17,594.92 "
11/9/2022,"$356,871,594,632 ","$92,144,963,385 ","$18,562.35 ","$15,742.44 "
11/8/2022,"$395,168,506,455 ","$91,750,982,446 ","$20,598 ","$18,562.35 "
11/7/2022,"$401,869,336,200 ","$50,602,704,771 ","$20,907 ","$20,598 "
11/6/2022,"$408,892,506,459 ","$31,061,573,101 ","$21,283 ","$20,907 "
11/5/2022,"$405,987,599,945 ","$33,773,463,079 ","$21,150 ","$21,283 "
11/4/2022,"$387,756,249,892 ","$36,562,782,564 ","$20,211 ","$21,150 "
11/3/2022,"$387,015,867,490 ","$44,539,856,162 ","$20,163 ","$20,211 "
11/2/2022,"$393,218,202,888 ","$32,262,771,911 ","$20,490 ","$20,163 "
11/1/2022,"$393,311,097,044 ","$37,290,619,695 ","$20,495 ","$20,490 "
10/31/2022,"$395,548,335,410 ","$24,707,906,149 ","$20,624 ","$20,495 "
10/30/2022,"$399,135,164,712 ","$32,806,216,911 ","$20,801 ","$20,624 "
10/29/2022,"$395,201,306,735 ","$36,165,609,165 ","$20,591 ","$20,801 "
10/28/2022,"$389,238,872,376 ","$41,829,789,298 ","$20,278 ","$20,591 "
10/27/2022,"$398,674,628,647 ","$50,667,020,408 ","$20,774 ","$20,278 "
10/26/2022,"$385,476,931,984 ","$39,846,253,139 ","$20,095 ","$20,774 "
10/25/2022,"$370,622,833,881 ","$28,657,172,009 ","$19,316.94 ","$20,095 "
10/24/2022,"$375,197,423,662 ","$19,928,822,961 ","$19,574.82 ","$19,316.94 "
10/23/2022,"$368,484,939,424 ","$13,362,526,958 ","$19,203.87 ","$19,574.82 "
10/22/2022,"$367,999,082,249 ","$30,297,335,038 ","$19,173.28 ","$19,203.87 "
10/21/2022,"$365,098,952,755 ","$25,712,511,232 ","$19,031.16 ","$19,173.28 "
10/20/2022,"$367,085,331,988 ","$23,047,051,893 ","$19,134.24 ","$19,031.16 "
10/19/2022,"$371,196,833,239 ","$25,848,175,159 ","$19,348.03 ","$19,134.24 "
10/18/2022,"$375,052,275,830 ","$23,713,928,578 ","$19,557.90 ","$19,348.03 "
10/17/2022,"$369,552,982,161 ","$15,683,330,320 ","$19,272.92 ","$19,557.90 "
10/16/2022,"$365,870,425,567 ","$13,103,099,352 ","$19,072.78 ","$19,272.92 "
10/15/2022,"$367,584,653,731 ","$34,806,651,159 ","$19,198.11 ","$19,072.78 "
10/14/2022,"$371,647,189,087 ","$37,194,496,438 ","$19,383.94 ","$19,198.11 "
10/13/2022,"$367,301,644,901 ","$22,339,104,401 ","$19,153.04 ","$19,383.94 "
10/12/2022,"$365,118,514,776 ","$25,102,717,821 ","$19,058.63 ","$19,153.04 "
10/11/2022,"$367,207,056,773 ","$23,743,487,601 ","$19,142.69 ","$19,058.63 "
10/10/2022,"$372,264,710,552 ","$14,404,623,229 ","$19,448.15 ","$19,142.69 "
10/9/2022,"$372,391,945,609 ","$12,996,183,216 ","$19,418.04 ","$19,448.15 "
10/8/2022,"$373,170,861,484 ","$25,445,042,398 ","$19,457.31 ","$19,418.04 "
10/7/2022,"$382,505,641,462 ","$31,354,758,329 ","$19,949.05 ","$19,457.31 "
10/6/2022,"$386,368,899,196 ","$29,366,342,083 ","$20,162 ","$19,949.05 "
10/5/2022,"$390,177,741,507 ","$30,974,520,028 ","$20,345 ","$20,162 "
10/4/2022,"$375,767,908,259 ","$26,634,227,152 ","$19,620.57 ","$20,345 "
10/3/2022,"$366,195,863,791 ","$17,859,684,588 ","$19,065.15 ","$19,620.57 "
10/2/2022,"$370,204,708,063 ","$15,943,514,603 ","$19,314.46 ","$19,065.15 "
10/1/2022,"$373,222,100,681 ","$37,848,666,331 ","$19,476.93 ","$19,314.46 "
9/30/2022,"$374,830,625,220 ","$37,537,716,230 ","$19,563.77 ","$19,476.93 "
9/29/2022,"$372,892,084,645 ","$47,494,258,190 ","$19,444.79 ","$19,563.77 "
9/28/2022,"$366,383,164,264 ","$52,482,615,484 ","$19,116.33 ","$19,444.79 "
9/27/2022,"$367,613,056,759 ","$42,560,193,944 ","$19,219.73 ","$19,116.33 "
9/26/2022,"$360,256,894,978 ","$21,516,374,223 ","$18,809.41 ","$19,219.73 "
9/25/2022,"$363,168,779,956 ","$24,644,354,422 ","$18,939.97 ","$18,809.41 "
9/24/2022,"$370,913,140,448 ","$35,506,139,424 ","$19,291.90 ","$18,939.97 "
9/23/2022,"$372,075,639,498 ","$37,660,914,390 ","$19,464.32 ","$19,291.90 "
9/22/2022,"$355,194,467,886 ","$41,059,997,265 ","$18,539.64 ","$19,464.32 "
9/21/2022,"$361,980,678,159 ","$33,890,591,850 ","$18,869.93 ","$18,539.64 "
9/20/2022,"$374,524,246,937 ","$39,507,938,865 ","$19,570.39 ","$18,869.93 "
9/19/2022,"$372,598,380,208 ","$28,689,764,414 ","$19,437.16 ","$19,570.39 "
9/18/2022,"$385,486,747,327 ","$23,394,494,074 ","$20,132 ","$19,437.16 "
9/17/2022,"$377,988,702,162 ","$30,187,737,710 ","$19,764.41 ","$20,132 "
9/16/2022,"$377,719,382,182 ","$33,715,957,207 ","$19,702.17 ","$19,764.41 "
9/15/2022,"$387,486,232,250 ","$35,789,015,870 ","$20,256 ","$19,702.17 "
9/14/2022,"$386,529,657,259 ","$46,489,890,915 ","$20,185 ","$20,256 "
9/13/2022,"$427,473,787,888 ","$44,006,486,689 ","$22,340 ","$20,185 "
9/12/2022,"$416,073,628,622 ","$31,266,252,145 ","$21,740 ","$22,340 "
9/11/2022,"$415,974,687,298 ","$35,941,349,745 ","$21,707 ","$21,740 "
9/10/2022,"$408,976,281,845 ","$42,487,059,055 ","$21,360 ","$21,707 "
9/9/2022,"$369,723,445,425 ","$28,936,941,008 ","$19,322.78 ","$21,360 "
9/8/2022,"$369,340,091,983 ","$30,517,907,004 ","$19,280.63 ","$19,322.78 "
9/7/2022,"$361,210,437,264 ","$39,940,310,406 ","$18,859.50 ","$19,280.63 "
9/6/2022,"$378,685,143,698 ","$23,522,961,655 ","$19,785.73 ","$18,859.50 "
9/5/2022,"$382,421,043,401 ","$21,537,524,477 ","$19,980.01 ","$19,785.73 "
9/4/2022,"$379,422,449,024 ","$20,048,153,187 ","$19,814.56 ","$19,980.01 "
9/3/2022,"$381,788,074,512 ","$24,078,042,298 ","$19,941.45 ","$19,814.56 "
9/2/2022,"$385,027,707,311 ","$25,616,737,336 ","$20,154 ","$19,941.45 "
9/1/2022,"$383,348,414,529 ","$27,825,786,160 ","$20,024 ","$20,154 "
8/31/2022,"$379,555,151,405 ","$30,308,993,725 ","$19,805.35 ","$20,024 "
8/30/2022,"$389,119,405,471 ","$28,706,315,246 ","$20,309 ","$19,805.35 "
8/29/2022,"$376,180,531,071 ","$19,781,826,309 ","$19,659.25 ","$20,309 "
8/28/2022,"$383,790,676,114 ","$24,463,219,415 ","$20,070 ","$19,659.25 "
8/27/2022,"$387,215,087,167 ","$34,910,727,805 ","$20,271 ","$20,070 "
8/26/2022,"$413,843,488,596 ","$26,767,966,536 ","$21,618 ","$20,271 "
8/25/2022,"$409,503,007,623 ","$26,855,905,243 ","$21,395 ","$21,618 "
8/24/2022,"$412,338,357,271 ","$29,331,102,122 ","$21,562 ","$21,395 "
8/23/2022,"$408,409,110,510 ","$28,856,912,427 ","$21,388 ","$21,562 "
8/22/2022,"$413,578,924,866 ","$20,476,237,108 ","$21,616 ","$21,388 "
8/21/2022,"$404,924,875,534 ","$23,809,679,191 ","$21,175 ","$21,616 "
8/20/2022,"$400,810,425,581 ","$35,142,410,593 ","$20,946 ","$21,175 "
8/19/2022,"$444,845,955,425 ","$20,228,208,349 ","$23,248 ","$20,946 "
8/18/2022,"$447,015,816,173 ","$29,567,403,252 ","$23,359 ","$23,248 "
8/17/2022,"$456,791,042,838 ","$24,971,300,201 ","$23,913 ","$23,359 "
8/16/2022,"$462,437,221,425 ","$33,404,812,508 ","$24,179 ","$23,913 "
8/15/2022,"$464,896,345,363 ","$21,287,616,856 ","$24,313 ","$24,179 "
8/14/2022,"$467,078,368,769 ","$22,240,559,960 ","$24,434 ","$24,313 "
8/13/2022,"$466,765,701,335 ","$25,195,193,357 ","$24,411 ","$24,434 "
8/12/2022,"$458,070,674,128 ","$33,892,871,244 ","$23,949 ","$24,411 "
8/11/2022,"$457,270,455,537 ","$32,215,976,526 ","$23,949 ","$23,949 "
8/10/2022,"$443,382,534,835 ","$29,738,069,338 ","$23,204 ","$23,949 "
8/9/2022,"$455,450,642,522 ","$27,756,736,787 ","$23,824 ","$23,204 "
8/8/2022,"$442,979,379,284 ","$14,324,042,469 ","$23,198 ","$23,824 "
8/7/2022,"$439,414,782,173 ","$14,439,694,271 ","$22,985 ","$23,198 "
8/6/2022,"$443,821,669,890 ","$27,040,190,910 ","$23,225 ","$22,985 "
8/5/2022,"$432,420,621,056 ","$23,624,874,220 ","$22,678 ","$23,225 "
8/4/2022,"$437,035,641,450 ","$41,334,593,234 ","$22,860 ","$22,678 "
8/3/2022,"$440,954,684,721 ","$35,151,096,517 ","$23,054 ","$22,860 "
8/2/2022,"$445,958,949,620 ","$44,489,771,147 ","$23,334 ","$23,054 "
8/1/2022,"$447,051,019,373 ","$31,786,729,326 ","$23,380 ","$23,334 "
7/31/2022,"$451,726,702,392 ","$62,102,072,347 ","$23,653 ","$23,380 "
7/30/2022,"$459,609,388,580 ","$41,089,335,196 ","$23,848 ","$23,653 "
7/29/2022,"$454,806,622,615 ","$55,609,627,981 ","$23,822 ","$23,848 "
7/28/2022,"$437,193,517,022 ","$54,498,281,944 ","$22,909 ","$23,822 "
7/27/2022,"$405,692,421,502 ","$53,995,620,035 ","$21,236 ","$22,909 "
7/26/2022,"$407,480,099,600 ","$42,667,548,129 ","$21,330 ","$21,236 "
7/25/2022,"$433,819,662,322 ","$33,108,916,659 ","$22,614 ","$21,330 "
7/24/2022,"$429,803,379,588 ","$42,519,262,113 ","$22,506 ","$22,614 "
7/23/2022,"$433,485,926,857 ","$40,304,373,301 ","$22,697 ","$22,506 "
7/22/2022,"$442,379,611,364 ","$63,224,249,258 ","$23,155 ","$22,697 "
7/21/2022,"$446,130,012,150 ","$40,775,718,994 ","$23,313 ","$23,155 "
7/20/2022,"$445,889,013,251 ","$57,338,223,362 ","$23,367 ","$23,313 "
7/19/2022,"$425,756,736,661 ","$58,636,734,705 ","$22,395 ","$23,367 "
7/18/2022,"$397,660,610,561 ","$29,615,794,461 ","$20,824 ","$22,395 "
7/17/2022,"$404,705,642,581 ","$42,051,101,695 ","$21,193 ","$20,824 "
7/16/2022,"$397,285,233,066 ","$46,542,248,374 ","$20,795 ","$21,193 "
7/15/2022,"$393,104,346,703 ","$28,732,413,537 ","$20,575 ","$20,795 "
7/14/2022,"$385,462,566,549 ","$28,560,004,361 ","$20,225 ","$20,575 "
7/13/2022,"$370,191,767,291 ","$22,074,971,578 ","$19,350.74 ","$20,225 "
7/12/2022,"$382,000,290,322 ","$21,319,467,249 ","$19,998.47 ","$19,350.74 "
7/11/2022,"$398,249,545,889 ","$25,037,950,754 ","$20,860 ","$19,998.47 "
7/10/2022,"$412,459,838,738 ","$26,211,587,452 ","$21,590 ","$20,860 "
7/9/2022,"$417,690,286,505 ","$46,645,398,901 ","$21,859 ","$21,590 "
7/8/2022,"$414,055,638,574 ","$21,927,087,503 ","$21,661 ","$21,859 "
7/7/2022,"$392,479,833,071 ","$21,755,499,642 ","$20,567 ","$21,661 "
7/6/2022,"$385,301,783,066 ","$23,623,270,106 ","$20,189 ","$20,567 "
7/5/2022,"$386,425,176,263 ","$18,634,860,046 ","$20,257 ","$20,189 "
7/4/2022,"$368,549,364,135 ","$13,976,969,844 ","$19,310.23 ","$20,257 "
7/3/2022,"$367,706,689,138 ","$15,601,715,001 ","$19,268.23 ","$19,310.23 "
7/2/2022,"$370,916,529,919 ","$28,756,781,115 ","$19,407.45 ","$19,268.23 "
7/1/2022,"$365,984,224,323 ","$22,816,515,395 ","$19,608.40 ","$19,407.45 "
6/30/2022,"$384,067,866,466 ","$20,744,333,507 ","$20,109 ","$19,608.40 "
6/29/2022,"$386,606,940,573 ","$18,161,209,601 ","$20,283 ","$20,109 "
6/28/2022,"$395,914,576,106 ","$17,719,011,288 ","$20,751 ","$20,283 "
6/27/2022,"$401,645,800,330 ","$15,392,697,878 ","$21,053 ","$20,751 "
6/26/2022,"$410,110,791,491 ","$16,152,442,749 ","$21,526 ","$21,053 "
6/25/2022,"$407,086,114,490 ","$21,955,656,696 ","$21,263 ","$21,526 "
6/24/2022,"$402,495,826,231 ","$23,655,104,387 ","$21,100 ","$21,263 "
6/23/2022,"$381,616,262,301 ","$24,955,466,738 ","$19,983.57 ","$21,100 "
6/22/2022,"$395,059,669,321 ","$25,340,643,363 ","$20,701 ","$19,983.57 "
6/21/2022,"$392,793,374,516 ","$28,346,447,997 ","$20,637 ","$20,701 "
6/20/2022,"$390,555,374,757 ","$32,488,136,326 ","$20,516 ","$20,637 "
6/19/2022,"$362,303,884,192 ","$38,920,632,524 ","$19,047.42 ","$20,516 "
6/18/2022,"$391,441,740,414 ","$24,232,922,585 ","$20,473 ","$19,047.42 "
6/17/2022,"$389,181,727,346 ","$27,449,277,946 ","$20,409 ","$20,473 "
6/16/2022,"$429,887,916,885 ","$52,027,211,447 ","$22,529 ","$20,409 "
6/15/2022,"$423,044,474,597 ","$47,639,470,968 ","$22,245 ","$22,529 "
6/14/2022,"$429,492,202,561 ","$64,852,526,179 ","$22,526 ","$22,245 "
6/13/2022,"$514,202,090,511 ","$29,834,061,116 ","$26,767 ","$22,526 "
6/12/2022,"$540,789,214,974 ","$22,518,366,770 ","$28,374 ","$26,767 "
6/11/2022,"$554,622,874,799 ","$25,663,085,729 ","$29,101 ","$28,374 "
6/10/2022,"$573,819,802,895 ","$18,871,591,862 ","$30,101 ","$29,101 "
6/9/2022,"$576,238,781,341 ","$27,080,284,929 ","$30,229 ","$30,101 "
6/8/2022,"$597,205,650,753 ","$36,111,325,508 ","$31,265 ","$30,229 "
6/7/2022,"$597,966,736,177 ","$27,644,798,123 ","$31,373 ","$31,265 "
6/6/2022,"$570,209,935,092 ","$13,395,229,055 ","$29,918 ","$31,373 "
6/5/2022,"$568,340,135,127 ","$12,911,383,482 ","$29,872 ","$29,918 "
6/4/2022,"$566,275,595,800 ","$21,997,859,591 ","$29,714 ","$29,872 "
6/3/2022,"$580,863,150,152 ","$24,232,399,986 ","$30,481 ","$29,714 "
6/2/2022,"$569,001,624,438 ","$35,553,330,792 ","$29,833 ","$30,481 "
6/1/2022,"$607,393,396,319 ","$29,770,567,353 ","$31,866 ","$29,833 "
5/31/2022,"$604,926,607,441 ","$34,891,305,295 ","$31,741 ","$31,866 "
5/30/2022,"$561,771,345,709 ","$14,496,111,398 ","$29,493 ","$31,741 "
5/29/2022,"$554,938,694,217 ","$15,406,515,373 ","$29,088 ","$29,493 "
5/28/2022,"$545,752,899,522 ","$31,756,305,901 ","$28,647 ","$29,088 "
5/27/2022,"$559,066,076,344 ","$31,972,044,692 ","$29,347 ","$28,647 "
5/26/2022,"$563,577,022,958 ","$23,108,764,916 ","$29,585 ","$29,347 "
5/25/2022,"$564,885,248,022 ","$23,486,436,837 ","$29,655 ","$29,585 "
5/24/2022,"$555,459,414,424 ","$26,646,754,325 ","$29,163 ","$29,655 "
5/23/2022,"$578,090,387,085 ","$17,199,930,155 ","$30,351 ","$29,163 "
5/22/2022,"$561,696,351,559 ","$13,561,006,428 ","$29,492 ","$30,351 "
5/21/2022,"$557,201,657,281 ","$25,980,877,920 ","$29,257 ","$29,492 "
5/20/2022,"$578,678,245,848 ","$29,190,056,577 ","$30,382 ","$29,257 "
5/19/2022,"$547,927,169,401 ","$26,219,431,165 ","$28,772 ","$30,382 "
5/18/2022,"$581,272,773,176 ","$24,964,703,224 ","$30,502 ","$28,772 "
5/17/2022,"$569,801,943,005 ","$28,418,179,221 ","$29,924 ","$30,502 "
5/16/2022,"$596,346,266,889 ","$22,948,123,704 ","$31,319 ","$29,924 "
5/15/2022,"$573,777,699,744 ","$25,759,546,764 ","$30,189 ","$31,319 "
5/14/2022,"$558,053,182,541 ","$71,541,696,924 ","$29,311 ","$30,189 "
5/13/2022,"$555,266,177,877 ","$61,338,080,284 ","$29,126 ","$29,311 "
5/12/2022,"$549,294,001,873 ","$65,985,702,702 ","$28,913 ","$29,126 "
5/11/2022,"$590,644,412,747 ","$54,071,363,210 ","$31,027 ","$28,913 "
5/10/2022,"$576,197,842,488 ","$58,369,928,594 ","$30,270 ","$31,027 "
5/9/2022,"$648,514,321,642 ","$30,810,576,502 ","$34,070 ","$30,270 "
5/8/2022,"$678,702,448,511 ","$19,130,720,395 ","$35,573 ","$34,070 "
5/7/2022,"$687,093,350,325 ","$32,223,287,014 ","$36,116 ","$35,573 "
5/6/2022,"$696,020,943,882 ","$37,402,043,366 ","$36,612 ","$36,116 "
5/5/2022,"$755,764,276,889 ","$31,748,901,527 ","$39,699 ","$36,612 "
5/4/2022,"$718,542,028,696 ","$23,070,122,642 ","$37,758 ","$39,699 "
5/3/2022,"$733,787,526,678 ","$29,825,308,569 ","$38,562 ","$37,758 "
5/2/2022,"$733,294,957,353 ","$24,857,664,487 ","$38,538 ","$38,562 "
5/1/2022,"$719,611,115,951 ","$20,955,789,685 ","$37,821 ","$38,538 "
4/30/2022,"$735,829,877,666 ","$27,758,348,826 ","$38,651 ","$37,821 "
4/29/2022,"$756,090,806,421 ","$31,484,572,271 ","$39,742 ","$38,651 "
4/28/2022,"$746,473,028,158 ","$28,170,490,246 ","$39,238 ","$39,742 "
4/27/2022,"$725,434,540,422 ","$31,053,018,153 ","$38,134 ","$39,238 "
4/26/2022,"$770,112,436,973 ","$32,883,645,914 ","$40,489 ","$38,134 "
4/25/2022,"$752,446,283,900 ","$16,778,683,768 ","$39,469 ","$40,489 "
4/24/2022,"$752,414,150,959 ","$15,010,797,472 ","$39,562 ","$39,469 "
4/23/2022,"$756,144,456,298 ","$46,022,063,019 ","$39,757 ","$39,562 "
4/22/2022,"$770,787,243,370 ","$32,131,220,616 ","$40,529 ","$39,757 "
4/21/2022,"$787,437,397,454 ","$24,937,668,255 ","$41,397 ","$40,529 "
4/20/2022,"$789,141,783,336 ","$22,717,772,925 ","$41,498 ","$41,397 "
4/19/2022,"$776,463,403,746 ","$30,617,039,400 ","$40,834 ","$41,498 "
4/18/2022,"$755,627,152,747 ","$16,627,779,442 ","$39,739 ","$40,834 "
4/17/2022,"$770,439,827,829 ","$15,777,789,210 ","$40,450 ","$39,739 "
4/16/2022,"$771,666,602,548 ","$22,053,774,554 ","$40,587 ","$40,450 "
4/15/2022,"$759,703,443,635 ","$22,744,792,147 ","$39,959 ","$40,587 "
4/14/2022,"$783,560,801,482 ","$25,453,869,986 ","$41,205 ","$39,959 "
4/13/2022,"$764,314,681,923 ","$27,804,694,935 ","$40,206 ","$41,205 "
4/12/2022,"$752,680,814,425 ","$30,168,665,078 ","$39,604 ","$40,206 "
4/11/2022,"$803,574,629,065 ","$14,936,318,819 ","$42,275 ","$39,604 "
4/10/2022,"$812,734,148,493 ","$13,949,535,312 ","$42,796 ","$42,275 "
4/9/2022,"$804,272,478,981 ","$24,202,906,401 ","$42,316 ","$42,796 "
4/8/2022,"$827,032,889,945 ","$22,960,138,784 ","$43,515 ","$42,316 "
4/7/2022,"$820,983,263,462 ","$34,113,818,642 ","$43,199 ","$43,515 "
4/6/2022,"$867,247,321,783 ","$25,474,063,862 ","$45,635 ","$43,199 "
4/5/2022,"$885,584,977,681 ","$28,019,309,651 ","$46,623 ","$45,635 "
4/4/2022,"$882,346,640,419 ","$21,510,196,790 ","$46,435 ","$46,623 "
4/3/2022,"$871,050,305,859 ","$24,803,837,260 ","$45,842 ","$46,435 "
4/2/2022,"$879,144,224,206 ","$32,948,605,532 ","$46,270 ","$45,842 "
4/1/2022,"$865,010,142,445 ","$27,736,469,646 ","$45,528 ","$46,270 "
3/31/2022,"$895,356,010,541 ","$24,497,248,306 ","$47,063 ","$45,528 "
3/30/2022,"$901,430,001,889 ","$26,128,040,681 ","$47,459 ","$47,063 "
3/29/2022,"$892,747,620,148 ","$30,051,327,357 ","$46,995 ","$47,459 "
3/28/2022,"$887,283,025,181 ","$22,545,392,530 ","$46,715 ","$46,995 "
3/27/2022,"$845,235,093,873 ","$13,676,534,294 ","$44,511 ","$46,715 "
3/26/2022,"$842,031,938,722 ","$26,147,756,108 ","$44,332 ","$44,511 "
3/25/2022,"$834,251,096,725 ","$26,212,783,704 ","$43,936 ","$44,332 "
3/24/2022,"$810,894,331,278 ","$21,851,891,599 ","$42,802 ","$43,936 "
3/23/2022,"$803,937,099,701 ","$28,688,623,151 ","$42,402 ","$42,802 "
3/22/2022,"$779,205,413,379 ","$21,335,882,483 ","$41,062 ","$42,402 "
3/21/2022,"$784,054,464,872 ","$16,856,192,302 ","$41,283 ","$41,062 "
3/20/2022,"$800,887,993,391 ","$16,580,741,572 ","$42,202 ","$41,283 "
3/19/2022,"$794,378,970,588 ","$30,316,128,166 ","$41,837 ","$42,202 "
3/18/2022,"$778,474,325,710 ","$18,861,644,943 ","$41,002 ","$41,837 "
3/17/2022,"$779,761,001,844 ","$34,974,203,469 ","$41,166 ","$41,002 "
3/16/2022,"$747,642,430,664 ","$20,768,829,818 ","$39,332 ","$41,166 "
3/15/2022,"$751,354,026,219 ","$21,250,969,229 ","$39,669 ","$39,332 "
3/14/2022,"$718,551,088,031 ","$14,461,647,576 ","$37,853 ","$39,669 "
3/13/2022,"$738,456,528,058 ","$12,440,826,654 ","$38,904 ","$37,853 "
3/12/2022,"$738,267,961,693 ","$23,624,165,275 ","$38,775 ","$38,904 "
3/11/2022,"$749,384,110,700 ","$27,653,455,219 ","$39,468 ","$38,775 "
3/10/2022,"$796,849,504,897 ","$29,211,702,119 ","$41,986 ","$39,468 "
3/9/2022,"$735,453,953,726 ","$22,556,397,749 ","$38,733 ","$41,986 "
3/8/2022,"$723,198,804,468 ","$24,596,395,439 ","$38,076 ","$38,733 "
3/7/2022,"$729,501,899,968 ","$16,995,562,041 ","$38,443 ","$38,076 "
3/6/2022,"$748,197,160,856 ","$14,818,212,145 ","$39,463 ","$38,443 "
3/5/2022,"$743,810,477,766 ","$25,121,267,306 ","$39,200 ","$39,463 "
3/4/2022,"$807,454,920,682 ","$22,366,184,129 ","$42,492 ","$39,200 "
3/3/2022,"$834,437,956,672 ","$25,615,956,856 ","$43,981 ","$42,492 "
3/2/2022,"$841,254,375,272 ","$27,880,763,034 ","$44,460 ","$43,981 "
3/1/2022,"$819,019,441,072 ","$30,634,280,855 ","$43,225 ","$44,460 "
2/28/2022,"$717,619,764,688 ","$19,424,397,946 ","$37,804 ","$43,225 "
2/27/2022,"$741,083,625,918 ","$14,568,201,295 ","$39,090 ","$37,804 "
2/26/2022,"$745,763,194,704 ","$22,579,249,142 ","$39,316 ","$39,090 "
2/25/2022,"$727,657,714,638 ","$40,839,699,481 ","$38,363 ","$39,316 "
2/24/2022,"$708,829,287,814 ","$18,507,851,468 ","$37,372 ","$38,363 "
2/23/2022,"$727,094,284,068 ","$22,212,181,617 ","$38,337 ","$37,372 "
2/22/2022,"$703,004,241,590 ","$25,174,914,104 ","$37,060 ","$38,337 "
2/21/2022,"$730,381,814,665 ","$15,998,424,231 ","$38,514 ","$37,060 "
2/20/2022,"$761,447,243,940 ","$11,735,183,838 ","$40,193 ","$38,514 "
2/19/2022,"$759,881,874,201 ","$20,130,002,755 ","$40,073 ","$40,193 "
2/18/2022,"$770,096,677,779 ","$22,270,664,615 ","$40,563 ","$40,073 "
2/17/2022,"$836,256,083,784 ","$16,847,003,857 ","$44,063 ","$40,563 "
2/16/2022,"$848,321,283,144 ","$19,801,081,789 ","$44,574 ","$44,063 "
2/15/2022,"$808,280,617,642 ","$18,090,873,763 ","$42,635 ","$44,574 "
2/14/2022,"$802,059,713,029 ","$12,146,423,251 ","$42,248 ","$42,635 "
2/13/2022,"$799,547,462,143 ","$15,479,727,289 ","$42,255 ","$42,248 "
2/12/2022,"$803,706,779,792 ","$23,279,080,010 ","$42,445 ","$42,255 "
2/11/2022,"$826,942,197,610 ","$27,877,618,434 ","$43,628 ","$42,445 "
2/10/2022,"$841,339,973,339 ","$19,780,565,063 ","$44,384 ","$43,628 "
2/9/2022,"$837,406,846,076 ","$29,024,977,265 ","$44,184 ","$44,384 "
2/8/2022,"$833,392,518,215 ","$24,171,856,714 ","$43,911 ","$44,184 "
2/7/2022,"$804,942,041,477 ","$13,206,494,655 ","$42,476 ","$43,911 "
2/6/2022,"$786,295,053,042 ","$16,752,051,696 ","$41,494 ","$42,476 "
2/5/2022,"$777,355,085,536 ","$25,347,215,344 ","$41,674 ","$41,494 "
2/4/2022,"$703,003,347,952 ","$16,136,299,995 ","$37,101 ","$41,674 "
2/3/2022,"$700,645,616,424 ","$16,709,908,527 ","$37,001 ","$37,101 "
2/2/2022,"$736,102,274,237 ","$17,109,120,250 ","$38,836 ","$37,001 "
2/1/2022,"$727,905,398,096 ","$17,731,563,487 ","$38,556 ","$38,836 "
